Training Example ID,Real/Sim Data,SceneID,Object Config,Locative Preposition,Response Score
83414,sim,74,down-back,against,7
83415,sim,74,down-front,against,7
83416,sim,74,up-back,against,7
83417,real,74,up-front,against,1
83418,sim,74,down-back,against,1
83419,sim,74,down-front,against,1
83420,sim,74,up-back,against,1
83421,real,74,up-front,against,5
83422,sim,74,down-back,against,5
83423,sim,74,down-front,against,5
83424,sim,74,up-back,against,5
83425,real,74,up-front,against,6
83426,sim,74,down-back,against,6
83427,sim,74,down-front,against,6
83428,sim,74,up-back,against,6
83429,real,74,up-front,against,1
83430,sim,74,down-back,against,1
83431,sim,74,down-front,against,1
83432,sim,74,up-back,against,1
83433,real,74,up-front,against,2
83434,sim,74,down-back,against,2
83435,sim,74,down-front,against,2
83436,sim,74,up-back,against,2
83437,real,74,up-front,against,6
83438,sim,74,down-back,against,6
83439,sim,74,down-front,against,6
83440,sim,74,up-back,against,6
83441,real,74,up-front,against,5
83442,sim,74,down-back,against,5
83443,sim,74,down-front,against,5
83444,sim,74,up-back,against,5
83445,real,74,up-front,against,5
83446,sim,74,down-back,against,5
83447,sim,74,down-front,against,5
83448,sim,74,up-back,against,5
83449,real,74,up-front,against,1
83450,sim,74,down-back,against,1
83451,sim,74,down-front,against,1
83452,sim,74,up-back,against,1
83453,real,74,up-front,against,5
83454,sim,74,down-back,against,5
83455,sim,74,down-front,against,5
83456,sim,74,up-back,against,5
83457,real,74,up-front,against,3
83458,sim,74,down-back,against,3
83459,sim,74,down-front,against,3
83460,sim,74,up-back,against,3
83461,real,74,up-front,against,2
83462,sim,74,down-back,against,2
83463,sim,74,down-front,against,2
83464,sim,74,up-back,against,2
83465,real,74,up-front,against,1
83466,sim,74,down-back,against,1
83467,sim,74,down-front,against,1
83468,sim,74,up-back,against,1
83469,real,74,up-front,against,1
83470,sim,74,down-back,against,1
83471,sim,74,down-front,against,1
83472,sim,74,up-back,against,1
83473,real,74,up-front,against,6
83474,sim,74,down-back,against,6
83475,sim,74,down-front,against,6
83476,sim,74,up-back,against,6
83477,real,74,up-front,against,6
83478,sim,74,down-back,against,6
83479,sim,74,down-front,against,6
83480,sim,74,up-back,against,6
83481,real,74,up-front,against,6
83482,sim,74,down-back,against,6
83483,sim,74,down-front,against,6
83484,sim,74,up-back,against,6
83485,real,74,up-front,against,2
83486,sim,74,down-back,against,2
83487,sim,74,down-front,against,2
83488,sim,74,up-back,against,2
83489,real,74,up-front,against,1
83490,sim,74,down-back,against,1
83491,sim,74,down-front,against,1
83492,sim,74,up-back,against,1
83493,real,74,up-front,against,6
83494,sim,74,down-back,against,6
83495,sim,74,down-front,against,6
83496,sim,74,up-back,against,6
83497,real,74,up-front,against,1
83498,sim,74,down-back,against,1
83499,sim,74,down-front,against,1
83500,sim,74,up-back,against,1
83601,real,74,up-front,beside,3
83602,sim,74,down-back,beside,3
83603,sim,74,down-front,beside,3
83604,sim,74,up-back,beside,3
83605,real,74,up-front,beside,4
83606,sim,74,down-back,beside,4
83607,sim,74,down-front,beside,4
83608,sim,74,up-back,beside,4
83609,real,74,up-front,beside,2
83610,sim,74,down-back,beside,2
83611,sim,74,down-front,beside,2
83612,sim,74,up-back,beside,2
83613,real,74,up-front,beside,6
83614,sim,74,down-back,beside,6
83615,sim,74,down-front,beside,6
83616,sim,74,up-back,beside,6
83617,real,74,up-front,beside,1
83618,sim,74,down-back,beside,1
83619,sim,74,down-front,beside,1
83620,sim,74,up-back,beside,1
83621,real,74,up-front,beside,4
83622,sim,74,down-back,beside,4
83623,sim,74,down-front,beside,4
83624,sim,74,up-back,beside,4
83625,real,74,up-front,beside,3
83626,sim,74,down-back,beside,3
83627,sim,74,down-front,beside,3
83628,sim,74,up-back,beside,3
83629,real,74,up-front,beside,1
83630,sim,74,down-back,beside,1
83631,sim,74,down-front,beside,1
83632,sim,74,up-back,beside,1
83633,real,74,up-front,beside,5
83634,sim,74,down-back,beside,5
83635,sim,74,down-front,beside,5
83636,sim,74,up-back,beside,5
83637,real,74,up-front,beside,1
83638,sim,74,down-back,beside,1
83639,sim,74,down-front,beside,1
83640,sim,74,up-back,beside,1
83641,real,74,up-front,beside,5
83642,sim,74,down-back,beside,5
83643,sim,74,down-front,beside,5
83644,sim,74,up-back,beside,5
83645,real,74,up-front,beside,6
83646,sim,74,down-back,beside,6
83647,sim,74,down-front,beside,6
83648,sim,74,up-back,beside,6
83649,real,74,up-front,beside,3
83650,sim,74,down-back,beside,3
83651,sim,74,down-front,beside,3
83652,sim,74,up-back,beside,3
83653,real,74,up-front,beside,2
83654,sim,74,down-back,beside,2
83655,sim,74,down-front,beside,2
83656,sim,74,up-back,beside,2
83657,real,74,up-front,beside,1
83658,sim,74,down-back,beside,1
83659,sim,74,down-front,beside,1
83660,sim,74,up-back,beside,1
83661,real,74,up-front,beside,2
83662,sim,74,down-back,beside,2
83663,sim,74,down-front,beside,2
83664,sim,74,up-back,beside,2
83665,real,74,up-front,beside,1
83666,sim,74,down-back,beside,1
83667,sim,74,down-front,beside,1
83668,sim,74,up-back,beside,1
83669,real,74,up-front,beside,1
83670,sim,74,down-back,beside,1
83671,sim,74,down-front,beside,1
83672,sim,74,up-back,beside,1
83673,real,74,up-front,beside,1
83674,sim,74,down-back,beside,1
83675,sim,74,down-front,beside,1
83676,sim,74,up-back,beside,1
83677,real,74,up-front,beside,4
83678,sim,74,down-back,beside,4
83679,sim,74,down-front,beside,4
83680,sim,74,up-back,beside,4
83681,real,74,up-front,beside,1
83682,sim,74,down-back,beside,1
83683,sim,74,down-front,beside,1
83684,sim,74,up-back,beside,1
83685,real,74,up-front,beside,1
83686,sim,74,down-back,beside,1
83687,sim,74,down-front,beside,1
83688,sim,74,up-back,beside,1
83689,real,74,up-front,beside,2
83690,sim,74,down-back,beside,2
83691,sim,74,down-front,beside,2
83692,sim,74,up-back,beside,2
83693,real,74,up-front,beside,3
83694,sim,74,down-back,beside,3
83695,sim,74,down-front,beside,3
83696,sim,74,up-back,beside,3
83697,real,74,up-front,beside,1
83698,sim,74,down-back,beside,1
83699,sim,74,down-front,beside,1
83700,sim,74,up-back,beside,1
83701,real,74,up-front,close,6
83702,sim,74,down-back,close,6
83703,sim,74,down-front,close,6
83704,sim,74,up-back,close,6
83705,real,74,up-front,close,6
83706,sim,74,down-back,close,6
83707,sim,74,down-front,close,6
83708,sim,74,up-back,close,6
83709,real,74,up-front,close,6
83710,sim,74,down-back,close,6
83711,sim,74,down-front,close,6
83712,sim,74,up-back,close,6
83713,real,74,up-front,close,7
83714,sim,74,down-back,close,7
83715,sim,74,down-front,close,7
83716,sim,74,up-back,close,7
83717,real,74,up-front,close,4
83718,sim,74,down-back,close,4
83719,sim,74,down-front,close,4
83720,sim,74,up-back,close,4
83721,real,74,up-front,close,6
83722,sim,74,down-back,close,6
83723,sim,74,down-front,close,6
83724,sim,74,up-back,close,6
83725,real,74,up-front,close,5
83726,sim,74,down-back,close,5
83727,sim,74,down-front,close,5
83728,sim,74,up-back,close,5
83729,real,74,up-front,close,5
83730,sim,74,down-back,close,5
83731,sim,74,down-front,close,5
83732,sim,74,up-back,close,5
83733,real,74,up-front,close,6
83734,sim,74,down-back,close,6
83735,sim,74,down-front,close,6
83736,sim,74,up-back,close,6
83737,real,74,up-front,close,5
83738,sim,74,down-back,close,5
83739,sim,74,down-front,close,5
83740,sim,74,up-back,close,5
83741,real,74,up-front,close,5
83742,sim,74,down-back,close,5
83743,sim,74,down-front,close,5
83744,sim,74,up-back,close,5
83745,real,74,up-front,close,6
83746,sim,74,down-back,close,6
83747,sim,74,down-front,close,6
83748,sim,74,up-back,close,6
83749,real,74,up-front,close,6
83750,sim,74,down-back,close,6
83751,sim,74,down-front,close,6
83752,sim,74,up-back,close,6
83753,real,74,up-front,close,6
83754,sim,74,down-back,close,6
83755,sim,74,down-front,close,6
83756,sim,74,up-back,close,6
83757,real,74,up-front,close,7
83758,sim,74,down-back,close,7
83759,sim,74,down-front,close,7
83760,sim,74,up-back,close,7
83761,real,74,up-front,close,3
83762,sim,74,down-back,close,3
83763,sim,74,down-front,close,3
83764,sim,74,up-back,close,3
83765,real,74,up-front,close,6
83766,sim,74,down-back,close,6
83767,sim,74,down-front,close,6
83768,sim,74,up-back,close,6
83769,real,74,up-front,close,1
83770,sim,74,down-back,close,1
83771,sim,74,down-front,close,1
83772,sim,74,up-back,close,1
83773,real,74,up-front,close,7
83774,sim,74,down-back,close,7
83775,sim,74,down-front,close,7
83776,sim,74,up-back,close,7
83777,real,74,up-front,close,7
83778,sim,74,down-back,close,7
83779,sim,74,down-front,close,7
83780,sim,74,up-back,close,7
83781,real,74,up-front,close,5
83782,sim,74,down-back,close,5
83783,sim,74,down-front,close,5
83784,sim,74,up-back,close,5
83785,real,74,up-front,close,6
83786,sim,74,down-back,close,6
83787,sim,74,down-front,close,6
83788,sim,74,up-back,close,6
83789,real,74,up-front,close,4
83790,sim,74,down-back,close,4
83791,sim,74,down-front,close,4
83792,sim,74,up-back,close,4
83793,real,74,up-front,close,5
83794,sim,74,down-back,close,5
83795,sim,74,down-front,close,5
83796,sim,74,up-back,close,5
83797,real,74,up-front,close,4
83798,sim,74,down-back,close,4
83799,sim,74,down-front,close,4
83800,sim,74,up-back,close,4
83801,real,74,up-front,front,2
83802,sim,74,up-front,behind,1
83803,sim,74,down-back,front,1
83804,sim,74,down-back,behind,2
83805,sim,74,down-front,front,2
83806,sim,74,down-front,behind,1
83807,sim,74,up-back,front,1
83808,sim,74,up-back,behind,2
83809,real,74,up-front,front,6
83810,sim,74,up-front,behind,1
83811,sim,74,down-back,front,1
83812,sim,74,down-back,behind,6
83813,sim,74,down-front,front,6
83814,sim,74,down-front,behind,1
83815,sim,74,up-back,front,1
83816,sim,74,up-back,behind,6
83817,real,74,up-front,front,6
83818,sim,74,up-front,behind,1
83819,sim,74,down-back,front,1
83820,sim,74,down-back,behind,6
83821,sim,74,down-front,front,6
83822,sim,74,down-front,behind,1
83823,sim,74,up-back,front,1
83824,sim,74,up-back,behind,6
83825,real,74,up-front,front,1
83826,sim,74,up-front,behind,1
83827,sim,74,down-back,front,1
83828,sim,74,down-back,behind,1
83829,sim,74,down-front,front,1
83830,sim,74,down-front,behind,1
83831,sim,74,up-back,front,1
83832,sim,74,up-back,behind,1
83833,real,74,up-front,front,7
83834,sim,74,up-front,behind,1
83835,sim,74,down-back,front,1
83836,sim,74,down-back,behind,7
83837,sim,74,down-front,front,7
83838,sim,74,down-front,behind,1
83839,sim,74,up-back,front,1
83840,sim,74,up-back,behind,7
83841,real,74,up-front,front,7
83842,sim,74,up-front,behind,1
83843,sim,74,down-back,front,1
83844,sim,74,down-back,behind,7
83845,sim,74,down-front,front,7
83846,sim,74,down-front,behind,1
83847,sim,74,up-back,front,1
83848,sim,74,up-back,behind,7
83849,real,74,up-front,front,7
83850,sim,74,up-front,behind,1
83851,sim,74,down-back,front,1
83852,sim,74,down-back,behind,7
83853,sim,74,down-front,front,7
83854,sim,74,down-front,behind,1
83855,sim,74,up-back,front,1
83856,sim,74,up-back,behind,7
83857,real,74,up-front,front,6
83858,sim,74,up-front,behind,1
83859,sim,74,down-back,front,1
83860,sim,74,down-back,behind,6
83861,sim,74,down-front,front,6
83862,sim,74,down-front,behind,1
83863,sim,74,up-back,front,1
83864,sim,74,up-back,behind,6
83865,real,74,up-front,front,6
83866,sim,74,up-front,behind,1
83867,sim,74,down-back,front,1
83868,sim,74,down-back,behind,6
83869,sim,74,down-front,front,6
83870,sim,74,down-front,behind,1
83871,sim,74,up-back,front,1
83872,sim,74,up-back,behind,6
83873,real,74,up-front,front,6
83874,sim,74,up-front,behind,1
83875,sim,74,down-back,front,1
83876,sim,74,down-back,behind,6
83877,sim,74,down-front,front,6
83878,sim,74,down-front,behind,1
83879,sim,74,up-back,front,1
83880,sim,74,up-back,behind,6
83881,real,74,up-front,front,6
83882,sim,74,up-front,behind,1
83883,sim,74,down-back,front,1
83884,sim,74,down-back,behind,6
83885,sim,74,down-front,front,6
83886,sim,74,down-front,behind,1
83887,sim,74,up-back,front,1
83888,sim,74,up-back,behind,6
83889,real,74,up-front,front,7
83890,sim,74,up-front,behind,1
83891,sim,74,down-back,front,1
83892,sim,74,down-back,behind,7
83893,sim,74,down-front,front,7
83894,sim,74,down-front,behind,1
83895,sim,74,up-back,front,1
83896,sim,74,up-back,behind,7
83897,real,74,up-front,front,5
83898,sim,74,up-front,behind,1
83899,sim,74,down-back,front,1
83900,sim,74,down-back,behind,5
83901,sim,74,down-front,front,5
83902,sim,74,down-front,behind,1
83903,sim,74,up-back,front,1
83904,sim,74,up-back,behind,5
83905,real,74,up-front,front,5
83906,sim,74,up-front,behind,1
83907,sim,74,down-back,front,1
83908,sim,74,down-back,behind,5
83909,sim,74,down-front,front,5
83910,sim,74,down-front,behind,1
83911,sim,74,up-back,front,1
83912,sim,74,up-back,behind,5
83913,real,74,up-front,front,7
83914,sim,74,up-front,behind,1
83915,sim,74,down-back,front,1
83916,sim,74,down-back,behind,7
83917,sim,74,down-front,front,7
83918,sim,74,down-front,behind,1
83919,sim,74,up-back,front,1
83920,sim,74,up-back,behind,7
83921,real,74,up-front,front,5
83922,sim,74,up-front,behind,1
83923,sim,74,down-back,front,1
83924,sim,74,down-back,behind,5
83925,sim,74,down-front,front,5
83926,sim,74,down-front,behind,1
83927,sim,74,up-back,front,1
83928,sim,74,up-back,behind,5
83929,real,74,up-front,front,5
83930,sim,74,up-front,behind,1
83931,sim,74,down-back,front,1
83932,sim,74,down-back,behind,5
83933,sim,74,down-front,front,5
83934,sim,74,down-front,behind,1
83935,sim,74,up-back,front,1
83936,sim,74,up-back,behind,5
83937,real,74,up-front,front,1
83938,sim,74,up-front,behind,1
83939,sim,74,down-back,front,1
83940,sim,74,down-back,behind,1
83941,sim,74,down-front,front,1
83942,sim,74,down-front,behind,1
83943,sim,74,up-back,front,1
83944,sim,74,up-back,behind,1
83945,real,74,up-front,front,6
83946,sim,74,up-front,behind,1
83947,sim,74,down-back,front,1
83948,sim,74,down-back,behind,6
83949,sim,74,down-front,front,6
83950,sim,74,down-front,behind,1
83951,sim,74,up-back,front,1
83952,sim,74,up-back,behind,6
83953,real,74,up-front,front,1
83954,sim,74,up-front,behind,1
83955,sim,74,down-back,front,1
83956,sim,74,down-back,behind,1
83957,sim,74,down-front,front,1
83958,sim,74,down-front,behind,1
83959,sim,74,up-back,front,1
83960,sim,74,up-back,behind,1
83961,real,74,up-front,front,1
83962,sim,74,up-front,behind,1
83963,sim,74,down-back,front,1
83964,sim,74,down-back,behind,1
83965,sim,74,down-front,front,1
83966,sim,74,down-front,behind,1
83967,sim,74,up-back,front,1
83968,sim,74,up-back,behind,1
83969,real,74,up-front,front,5
83970,sim,74,up-front,behind,1
83971,sim,74,down-back,front,1
83972,sim,74,down-back,behind,5
83973,sim,74,down-front,front,5
83974,sim,74,down-front,behind,1
83975,sim,74,up-back,front,1
83976,sim,74,up-back,behind,5
83977,real,74,up-front,front,6
83978,sim,74,up-front,behind,1
83979,sim,74,down-back,front,1
83980,sim,74,down-back,behind,6
83981,sim,74,down-front,front,6
83982,sim,74,down-front,behind,1
83983,sim,74,up-back,front,1
83984,sim,74,up-back,behind,6
83985,real,74,up-front,front,6
83986,sim,74,up-front,behind,1
83987,sim,74,down-back,front,1
83988,sim,74,down-back,behind,6
83989,sim,74,down-front,front,6
83990,sim,74,down-front,behind,1
83991,sim,74,up-back,front,1
83992,sim,74,up-back,behind,6
83993,real,74,up-front,front,1
83994,sim,74,up-front,behind,1
83995,sim,74,down-back,front,1
83996,sim,74,down-back,behind,1
83997,sim,74,down-front,front,1
83998,sim,74,down-front,behind,1
83999,sim,74,up-back,front,1
84000,sim,74,up-back,behind,1
84101,real,74,up-front,left,1
84102,sim,74,up-front,right,1
84103,sim,74,down-back,left,1
84104,sim,74,down-back,right,1
84105,sim,74,down-front,left,1
84106,sim,74,down-front,right,1
84107,sim,74,up-back,left,1
84108,sim,74,up-back,right,1
84109,real,74,up-front,left,1
84110,sim,74,up-front,right,1
84111,sim,74,down-back,left,1
84112,sim,74,down-back,right,1
84113,sim,74,down-front,left,1
84114,sim,74,down-front,right,1
84115,sim,74,up-back,left,1
84116,sim,74,up-back,right,1
84117,real,74,up-front,left,1
84118,sim,74,up-front,right,1
84119,sim,74,down-back,left,1
84120,sim,74,down-back,right,1
84121,sim,74,down-front,left,1
84122,sim,74,down-front,right,1
84123,sim,74,up-back,left,1
84124,sim,74,up-back,right,1
84125,real,74,up-front,left,1
84126,sim,74,up-front,right,1
84127,sim,74,down-back,left,1
84128,sim,74,down-back,right,1
84129,sim,74,down-front,left,1
84130,sim,74,down-front,right,1
84131,sim,74,up-back,left,1
84132,sim,74,up-back,right,1
84133,real,74,up-front,left,1
84134,sim,74,up-front,right,1
84135,sim,74,down-back,left,1
84136,sim,74,down-back,right,1
84137,sim,74,down-front,left,1
84138,sim,74,down-front,right,1
84139,sim,74,up-back,left,1
84140,sim,74,up-back,right,1
84141,real,74,up-front,left,1
84142,sim,74,up-front,right,1
84143,sim,74,down-back,left,1
84144,sim,74,down-back,right,1
84145,sim,74,down-front,left,1
84146,sim,74,down-front,right,1
84147,sim,74,up-back,left,1
84148,sim,74,up-back,right,1
84149,real,74,up-front,left,1
84150,sim,74,up-front,right,1
84151,sim,74,down-back,left,1
84152,sim,74,down-back,right,1
84153,sim,74,down-front,left,1
84154,sim,74,down-front,right,1
84155,sim,74,up-back,left,1
84156,sim,74,up-back,right,1
84157,real,74,up-front,left,1
84158,sim,74,up-front,right,1
84159,sim,74,down-back,left,1
84160,sim,74,down-back,right,1
84161,sim,74,down-front,left,1
84162,sim,74,down-front,right,1
84163,sim,74,up-back,left,1
84164,sim,74,up-back,right,1
84165,real,74,up-front,left,1
84166,sim,74,up-front,right,1
84167,sim,74,down-back,left,1
84168,sim,74,down-back,right,1
84169,sim,74,down-front,left,1
84170,sim,74,down-front,right,1
84171,sim,74,up-back,left,1
84172,sim,74,up-back,right,1
84173,real,74,up-front,left,1
84174,sim,74,up-front,right,1
84175,sim,74,down-back,left,1
84176,sim,74,down-back,right,1
84177,sim,74,down-front,left,1
84178,sim,74,down-front,right,1
84179,sim,74,up-back,left,1
84180,sim,74,up-back,right,1
84181,real,74,up-front,left,1
84182,sim,74,up-front,right,1
84183,sim,74,down-back,left,1
84184,sim,74,down-back,right,1
84185,sim,74,down-front,left,1
84186,sim,74,down-front,right,1
84187,sim,74,up-back,left,1
84188,sim,74,up-back,right,1
84189,real,74,up-front,left,1
84190,sim,74,up-front,right,1
84191,sim,74,down-back,left,1
84192,sim,74,down-back,right,1
84193,sim,74,down-front,left,1
84194,sim,74,down-front,right,1
84195,sim,74,up-back,left,1
84196,sim,74,up-back,right,1
84197,real,74,up-front,left,1
84198,sim,74,up-front,right,1
84199,sim,74,down-back,left,1
84200,sim,74,down-back,right,1
84201,sim,74,down-front,left,1
84202,sim,74,down-front,right,1
84203,sim,74,up-back,left,1
84204,sim,74,up-back,right,1
84205,real,74,up-front,left,1
84206,sim,74,up-front,right,1
84207,sim,74,down-back,left,1
84208,sim,74,down-back,right,1
84209,sim,74,down-front,left,1
84210,sim,74,down-front,right,1
84211,sim,74,up-back,left,1
84212,sim,74,up-back,right,1
84213,real,74,up-front,left,1
84214,sim,74,up-front,right,1
84215,sim,74,down-back,left,1
84216,sim,74,down-back,right,1
84217,sim,74,down-front,left,1
84218,sim,74,down-front,right,1
84219,sim,74,up-back,left,1
84220,sim,74,up-back,right,1
84221,real,74,up-front,left,1
84222,sim,74,up-front,right,1
84223,sim,74,down-back,left,1
84224,sim,74,down-back,right,1
84225,sim,74,down-front,left,1
84226,sim,74,down-front,right,1
84227,sim,74,up-back,left,1
84228,sim,74,up-back,right,1
84229,real,74,up-front,left,1
84230,sim,74,up-front,right,1
84231,sim,74,down-back,left,1
84232,sim,74,down-back,right,1
84233,sim,74,down-front,left,1
84234,sim,74,down-front,right,1
84235,sim,74,up-back,left,1
84236,sim,74,up-back,right,1
84237,real,74,up-front,left,1
84238,sim,74,up-front,right,1
84239,sim,74,down-back,left,1
84240,sim,74,down-back,right,1
84241,sim,74,down-front,left,1
84242,sim,74,down-front,right,1
84243,sim,74,up-back,left,1
84244,sim,74,up-back,right,1
84245,real,74,up-front,left,1
84246,sim,74,up-front,right,1
84247,sim,74,down-back,left,1
84248,sim,74,down-back,right,1
84249,sim,74,down-front,left,1
84250,sim,74,down-front,right,1
84251,sim,74,up-back,left,1
84252,sim,74,up-back,right,1
84253,real,74,up-front,left,1
84254,sim,74,up-front,right,1
84255,sim,74,down-back,left,1
84256,sim,74,down-back,right,1
84257,sim,74,down-front,left,1
84258,sim,74,down-front,right,1
84259,sim,74,up-back,left,1
84260,sim,74,up-back,right,1
84261,real,74,up-front,left,1
84262,sim,74,up-front,right,1
84263,sim,74,down-back,left,1
84264,sim,74,down-back,right,1
84265,sim,74,down-front,left,1
84266,sim,74,down-front,right,1
84267,sim,74,up-back,left,1
84268,sim,74,up-back,right,1
84269,real,74,up-front,left,1
84270,sim,74,up-front,right,1
84271,sim,74,down-back,left,1
84272,sim,74,down-back,right,1
84273,sim,74,down-front,left,1
84274,sim,74,down-front,right,1
84275,sim,74,up-back,left,1
84276,sim,74,up-back,right,1
84277,real,74,up-front,left,1
84278,sim,74,up-front,right,1
84279,sim,74,down-back,left,1
84280,sim,74,down-back,right,1
84281,sim,74,down-front,left,1
84282,sim,74,down-front,right,1
84283,sim,74,up-back,left,1
84284,sim,74,up-back,right,1
84285,real,74,up-front,left,1
84286,sim,74,up-front,right,1
84287,sim,74,down-back,left,1
84288,sim,74,down-back,right,1
84289,sim,74,down-front,left,1
84290,sim,74,down-front,right,1
84291,sim,74,up-back,left,1
84292,sim,74,up-back,right,1
84293,real,74,up-front,left,1
84294,sim,74,up-front,right,1
84295,sim,74,down-back,left,1
84296,sim,74,down-back,right,1
84297,sim,74,down-front,left,1
84298,sim,74,down-front,right,1
84299,sim,74,up-back,left,1
84300,sim,74,up-back,right,1
84301,real,74,up-front,on,7
84302,sim,74,down-back,on,1
84303,sim,74,down-front,on,1
84304,sim,74,up-back,on,7
84305,real,74,up-front,on,5
84306,sim,74,down-back,on,1
84307,sim,74,down-front,on,1
84308,sim,74,up-back,on,5
84309,real,74,up-front,on,2
84310,sim,74,down-back,on,1
84311,sim,74,down-front,on,1
84312,sim,74,up-back,on,2
84313,real,74,up-front,on,6
84314,sim,74,down-back,on,1
84315,sim,74,down-front,on,1
84316,sim,74,up-back,on,6
84317,real,74,up-front,on,4
84318,sim,74,down-back,on,1
84319,sim,74,down-front,on,1
84320,sim,74,up-back,on,4
84321,real,74,up-front,on,4
84322,sim,74,down-back,on,1
84323,sim,74,down-front,on,1
84324,sim,74,up-back,on,4
84325,real,74,up-front,on,4
84326,sim,74,down-back,on,1
84327,sim,74,down-front,on,1
84328,sim,74,up-back,on,4
84329,real,74,up-front,on,6
84330,sim,74,down-back,on,1
84331,sim,74,down-front,on,1
84332,sim,74,up-back,on,6
84333,real,74,up-front,on,1
84334,sim,74,down-back,on,1
84335,sim,74,down-front,on,1
84336,sim,74,up-back,on,1
84337,real,74,up-front,on,1
84338,sim,74,down-back,on,1
84339,sim,74,down-front,on,1
84340,sim,74,up-back,on,1
84341,real,74,up-front,on,5
84342,sim,74,down-back,on,1
84343,sim,74,down-front,on,1
84344,sim,74,up-back,on,5
84345,real,74,up-front,on,1
84346,sim,74,down-back,on,1
84347,sim,74,down-front,on,1
84348,sim,74,up-back,on,1
84349,real,74,up-front,on,5
84350,sim,74,down-back,on,1
84351,sim,74,down-front,on,1
84352,sim,74,up-back,on,5
84353,real,74,up-front,on,4
84354,sim,74,down-back,on,1
84355,sim,74,down-front,on,1
84356,sim,74,up-back,on,4
84357,real,74,up-front,on,1
84358,sim,74,down-back,on,1
84359,sim,74,down-front,on,1
84360,sim,74,up-back,on,1
84361,real,74,up-front,on,7
84362,sim,74,down-back,on,1
84363,sim,74,down-front,on,1
84364,sim,74,up-back,on,7
84365,real,74,up-front,on,1
84366,sim,74,down-back,on,1
84367,sim,74,down-front,on,1
84368,sim,74,up-back,on,1
84369,real,74,up-front,on,1
84370,sim,74,down-back,on,1
84371,sim,74,down-front,on,1
84372,sim,74,up-back,on,1
84373,real,74,up-front,on,2
84374,sim,74,down-back,on,1
84375,sim,74,down-front,on,1
84376,sim,74,up-back,on,2
84377,real,74,up-front,on,7
84378,sim,74,down-back,on,1
84379,sim,74,down-front,on,1
84380,sim,74,up-back,on,7
84381,real,74,up-front,on,6
84382,sim,74,down-back,on,1
84383,sim,74,down-front,on,1
84384,sim,74,up-back,on,6
84385,real,74,up-front,on,3
84386,sim,74,down-back,on,1
84387,sim,74,down-front,on,1
84388,sim,74,up-back,on,3
84389,real,74,up-front,on,1
84390,sim,74,down-back,on,1
84391,sim,74,down-front,on,1
84392,sim,74,up-back,on,1
84393,real,74,up-front,on,2
84394,sim,74,down-back,on,1
84395,sim,74,down-front,on,1
84396,sim,74,up-back,on,2
84397,real,74,up-front,on,5
84398,sim,74,down-back,on,1
84399,sim,74,down-front,on,1
84400,sim,74,up-back,on,5
84401,real,74,up-front,on top,7
84402,sim,74,down-back,on top,1
84403,sim,74,down-front,on top,1
84404,sim,74,up-back,on top,7
84405,real,74,up-front,on top,5
84406,sim,74,down-back,on top,1
84407,sim,74,down-front,on top,1
84408,sim,74,up-back,on top,5
84409,real,74,up-front,on top,1
84410,sim,74,down-back,on top,1
84411,sim,74,down-front,on top,1
84412,sim,74,up-back,on top,1
84413,real,74,up-front,on top,7
84414,sim,74,down-back,on top,1
84415,sim,74,down-front,on top,1
84416,sim,74,up-back,on top,7
84417,real,74,up-front,on top,7
84418,sim,74,down-back,on top,1
84419,sim,74,down-front,on top,1
84420,sim,74,up-back,on top,7
84421,real,74,up-front,on top,1
84422,sim,74,down-back,on top,1
84423,sim,74,down-front,on top,1
84424,sim,74,up-back,on top,1
84425,real,74,up-front,on top,4
84426,sim,74,down-back,on top,1
84427,sim,74,down-front,on top,1
84428,sim,74,up-back,on top,4
84429,real,74,up-front,on top,6
84430,sim,74,down-back,on top,1
84431,sim,74,down-front,on top,1
84432,sim,74,up-back,on top,6
84433,real,74,up-front,on top,1
84434,sim,74,down-back,on top,1
84435,sim,74,down-front,on top,1
84436,sim,74,up-back,on top,1
84437,real,74,up-front,on top,1
84438,sim,74,down-back,on top,1
84439,sim,74,down-front,on top,1
84440,sim,74,up-back,on top,1
84441,real,74,up-front,on top,5
84442,sim,74,down-back,on top,1
84443,sim,74,down-front,on top,1
84444,sim,74,up-back,on top,5
84445,real,74,up-front,on top,1
84446,sim,74,down-back,on top,1
84447,sim,74,down-front,on top,1
84448,sim,74,up-back,on top,1
84449,real,74,up-front,on top,6
84450,sim,74,down-back,on top,1
84451,sim,74,down-front,on top,1
84452,sim,74,up-back,on top,6
84453,real,74,up-front,on top,4
84454,sim,74,down-back,on top,1
84455,sim,74,down-front,on top,1
84456,sim,74,up-back,on top,4
84457,real,74,up-front,on top,1
84458,sim,74,down-back,on top,1
84459,sim,74,down-front,on top,1
84460,sim,74,up-back,on top,1
84461,real,74,up-front,on top,7
84462,sim,74,down-back,on top,1
84463,sim,74,down-front,on top,1
84464,sim,74,up-back,on top,7
84465,real,74,up-front,on top,7
84466,sim,74,down-back,on top,1
84467,sim,74,down-front,on top,1
84468,sim,74,up-back,on top,7
84469,real,74,up-front,on top,1
84470,sim,74,down-back,on top,1
84471,sim,74,down-front,on top,1
84472,sim,74,up-back,on top,1
84473,real,74,up-front,on top,2
84474,sim,74,down-back,on top,1
84475,sim,74,down-front,on top,1
84476,sim,74,up-back,on top,2
84477,real,74,up-front,on top,7
84478,sim,74,down-back,on top,1
